Subject id,Stimulus location,Cue location,Response,Prior mean,Prior sigma,Coin sigma,Score
1,0.093123986265955,0.0785698516618777,-0.00124095087101905,0,0.05,0.1,0
1,0.0553425555195672,0.0463779655126493,0.073759049128981,0,0.05,0.1,0
1,-0.0613782861107923,-0.0324621991818517,-0.0612409508710191,0,0.05,0.1,1
1,-0.0334942555028243,0.0829888290168671,0.108759049128981,0,0.05,0.1,1
1,0.0670464726165656,0.147619407569764,0.178759049128981,0,0.05,0.1,1
1,0.0194041658120571,-0.116160180035055,-0.161240950871019,0,0.05,0.1,1
1,0.01965294643885,0.0317422361165328,-0.00624095087101906,0,0.05,0.1,1
1,-0.0853666788918871,-0.107584470301582,-0.0712409508710191,0,0.05,0.1,2
1,0.0113929322352169,0.0685661662667739,0.103759049128981,0,0.05,0.1,2
1,0.0342816428881476,0.00426759979809707,-0.046240950871019,0,0.05,0.1,2
1,-0.0318395056456646,0.0815881771517109,0.108759049128981,0,0.05,0.1,2
1,-0.0501302777116905,-0.068065918535361,-0.151240950871019,0,0.05,0.1,2
1,-0.00928103364555079,-0.155987703863408,-0.116240950871019,0,0.05,0.1,2
1,-0.0527016357100014,0.0868329388160255,0.133759049128981,0,0.05,0.1,2
1,-0.00357697444582895,0.0405065928087675,-0.00624095087101906,0,0.05,0.1,3
1,0.0139599209843175,0.0704983256147796,0.118759049128981,0,0.05,0.1,3
1,0.0686637671242035,-0.00069849224593066,0.0587590491289809,0,0.05,0.1,4
1,0.00899205160923787,0.0923789761861735,0.0387590491289809,0,0.05,0.1,4
1,-0.0271008278251982,-0.250838667093376,-0.146240950871019,0,0.05,0.1,4
1,0.0817095290375371,0.191473938412812,0.098759049128981,0,0.05,0.1,4
1,0.0412607575758793,0.041099065985329,0.013759049128981,0,0.05,0.1,4
1,0.0115380571136156,-0.149919273107677,-0.0762409508710191,0,0.05,0.1,4
1,0.0335816972966042,-0.0892909823861772,-0.0212409508710191,0,0.05,0.1,4
1,-0.0254038940208897,-0.00466343596771611,-0.0362409508710191,0,0.05,0.1,5
1,0.0428175798669995,0.0649117799738366,0.073759049128981,0,0.05,0.1,5
1,0.0134251726766198,-0.0871821334598434,-0.121240950871019,0,0.05,0.1,5
1,0.0312487588095335,-0.0140579501135141,-0.0412409508710191,0,0.05,0.1,5
1,-0.0523668968857324,0.087578429645907,0.118759049128981,0,0.05,0.1,5
1,0.076783519073429,0.0305871208649118,0.0637590491289809,0,0.05,0.1,6
1,0.0217212868947906,0.0249928773605487,0.0487590491289809,0,0.05,0.1,6
1,-0.0958567926485887,-0.0159784725791353,-0.0362409508710191,0,0.05,0.1,6
1,0.023496976222431,0.113178554890161,0.133759049128981,0,0.05,0.1,6
1,0.0637175566412518,0.0775067291810867,0.113759049128981,0,0.05,0.1,6
1,0.031927122553655,-0.129987521478504,-0.0362409508710191,0,0.05,0.1,6
1,0.0690391238183758,-0.0956214489232306,0.00875904912898096,0,0.05,0.1,6
1,0.0659921427915688,0.108862830591869,0.168759049128981,0,0.05,0.1,6
1,-0.0454714618229057,-0.119194545336189,-0.0262409508710191,0,0.05,0.1,6
1,-0.115280252613259,-0.0587876385251989,-0.00124095087101905,0,0.05,0.1,6
1,0.0894365122311854,-0.048980155898827,0.00875904912898096,0,0.05,0.1,6
1,0.0195398904129107,0.0655666892280475,0.113759049128981,0,0.05,0.1,6
1,0.00101618381862186,0.0639545486546742,0.113759049128981,0,0.05,0.1,6
1,-0.0202988501661597,0.0176858812119049,-0.0362409508710191,0,0.05,0.1,7
1,-0.0767447274398708,-0.17807771304551,-0.0812409508710191,0,0.05,0.1,8
1,0.0110686551178814,-0.0236556231018455,-0.0662409508710191,0,0.05,0.1,8
1,-0.068723932710743,-0.0245327025419346,-0.0662409508710191,0,0.05,0.1,9
1,-0.0419642765410779,-0.200988305813073,-0.111240950871019,0,0.05,0.1,9
1,-0.0104321279830986,-0.0805737986269506,-0.0112409508710191,0,0.05,0.1,10
1,0.0377956499393401,-0.0699644145351244,-0.00124095087101905,0,0.05,0.1,10
1,0.0187867226293141,0.119008690544673,0.193759049128981,0,0.05,0.1,10
1,-0.0672706482830387,0.105677402972568,0.0637590491289809,0,0.05,0.1,10
1,0.0740938122998543,0.144997032940435,0.188759049128981,0,0.05,0.1,10
1,0.00163680687894045,-0.0731528794033638,-0.116240950871019,0,0.05,0.1,10
1,0.0935226412696126,0.116408879899243,0.073759049128981,0,0.05,0.1,10
1,-0.0604495262052425,-0.0827991876826765,-0.00624095087101906,0,0.05,0.1,10
1,-0.0391315933917111,-0.124459119561626,-0.0412409508710191,0,0.05,0.1,11
1,-0.0383649262060524,-0.00380224596076238,0.0537590491289809,0,0.05,0.1,11
1,-0.00536000523921579,0.00561644283732647,0.0287590491289809,0,0.05,0.1,11
1,-0.0488528335980637,-0.162156728939901,-0.056240950871019,0,0.05,0.1,12
1,-0.0481994058289388,-0.116511760119449,-0.00124095087101905,0,0.05,0.1,12
1,-0.118958617633576,-0.14674424045897,-0.046240950871019,0,0.05,0.1,12
1,-0.0419093957328168,0.0235695896175859,0.0387590491289809,0,0.05,0.1,12
1,0.0128672817497183,-0.111972122905692,-0.0312409508710191,0,0.05,0.1,12
1,-0.00919170000704754,-0.0689456030906016,-0.0112409508710191,0,0.05,0.1,13
1,-0.00838076480998891,-0.0565620195779745,0.0187590491289809,0,0.05,0.1,13
1,-0.0058494454357338,0.0924877714721218,0.068759049128981,0,0.05,0.1,13
1,0.00842440868768524,0.184636476186737,0.123759049128981,0,0.05,0.1,13
1,-0.0250603148161764,0.11767985117885,0.073759049128981,0,0.05,0.1,13
1,-0.0352538211770958,0.0559224821195624,0.0237590491289809,0,0.05,0.1,13
1,0.025408234199624,0.0580904995135834,0.013759049128981,0,0.05,0.1,14
1,-0.021046076788586,-0.0140842228279766,-0.0412409508710191,0,0.05,0.1,14
1,0.0114566686036206,-0.138519596502859,-0.0412409508710191,0,0.05,0.1,14
1,-0.0479748513195941,-0.0897971703918781,-0.0112409508710191,0,0.05,0.1,14
1,-0.00730212941108854,-0.0094058091739452,0.0237590491289809,0,0.05,0.1,14
1,0.0372269013576859,0.0600693543591666,0.0387590491289809,0,0.05,0.1,15
1,-0.0445248016637549,-0.145344380646859,-0.046240950871019,0,0.05,0.1,16
1,0.00695309293280083,-0.0595091235858038,-0.0212409508710191,0,0.05,0.1,16
1,-0.0118072148579024,0.0440104429254381,0.0587590491289809,0,0.05,0.1,16
1,-0.00377295645164288,-0.122627162326135,-0.046240950871019,0,0.05,0.1,16
1,-0.0179285956383058,-0.0954767454810411,-0.0262409508710191,0,0.05,0.1,17
1,-0.103881742764903,-0.076777535351411,0.00375904912898095,0,0.05,0.1,17
1,-0.00717728551184904,0.14632027989337,0.088759049128981,0,0.05,0.1,17
1,0.0696670737460519,-0.0355611949535405,0.0187590491289809,0,0.05,0.1,17
1,0.0325902045828704,0.095146061712466,0.0437590491289809,0,0.05,0.1,18
1,-0.0188566778869819,-0.0986192851265273,-0.0312409508710191,0,0.05,0.1,19
1,-0.0330721529735523,-0.0644243521180684,0.013759049128981,0,0.05,0.1,19
1,0.0124478988094877,-0.0477730765266866,-0.00624095087101906,0,0.05,0.1,19
1,-0.0191758078608338,0.106730224437201,0.00875904912898096,0,0.05,0.1,19
1,-0.0264239901944688,0.0594244352812214,0.00875904912898096,0,0.05,0.1,19
1,0.00276941821351559,-0.20775976952361,-0.0912409508710191,0,0.05,0.1,19
1,0.0626884285533331,0.0265947104658615,0.0637590491289809,0,0.05,0.1,20
1,-0.126000181971997,-0.070644509549008,-0.00124095087101905,0,0.05,0.1,20
1,0.0292428060177092,-0.126395578361885,-0.0362409508710191,0,0.05,0.1,20
1,-0.0504032208654493,-0.0710697930978638,-0.00124095087101905,0,0.05,0.1,20
1,0.047214241228655,0.00465748664974898,0.0387590491289809,0,0.05,0.1,21
1,-0.121197856692251,-0.0718200321755839,-0.0112409508710191,0,0.05,0.1,21
1,-0.0111915714249409,-0.0982823325209979,-0.0162409508710191,0,0.05,0.1,22
1,0.00290349413677356,0.0108862598907645,-0.0212409508710191,0,0.05,0.1,22
1,-0.0212307007528245,-0.0733926146775241,-0.0112409508710191,0,0.05,0.1,23
1,-0.0101458972670362,-0.151531985000025,-0.056240950871019,0,0.05,0.1,23
1,-0.0756538489499116,-0.114083167133979,-0.0162409508710191,0,0.05,0.1,23
1,-0.0563175930506585,-0.102109814584425,-0.0162409508710191,0,0.05,0.1,23
1,-0.0407501078864197,-0.0698971766294743,-0.0112409508710191,0,0.05,0.1,23
1,0.0183307134850762,-0.0117916878577003,0.013759049128981,0,0.05,0.1,24
1,-0.0293053379230428,-0.188164717820696,-0.0812409508710191,0,0.05,0.1,24
1,0.0768704513021278,0.186299117472249,0.128759049128981,0,0.05,0.1,24
1,0.00700357642628715,0.139420262283727,0.088759049128981,0,0.05,0.1,24
1,-0.0931383332938654,-0.105786295867448,-0.0362409508710191,0,0.05,0.1,24
1,-0.0227096548491624,-0.096426036394796,-0.00624095087101906,0,0.05,0.1,24
1,-0.0326037052618106,-0.0112318215355421,0.0187590491289809,0,0.05,0.1,24
1,0.0051658938461276,-0.0348870195818723,0.00875904912898096,0,0.05,0.1,25
1,-0.0110315810991294,-0.00453780644337429,0.00375904912898095,0,0.05,0.1,26
1,-0.0139521683285307,-0.189751727516613,-0.0812409508710191,0,0.05,0.1,26
1,-0.0366831006522525,0.131991701745856,0.073759049128981,0,0.05,0.1,26
1,-0.0032266790084427,0.029513341836862,0.0187590491289809,0,0.05,0.1,26
1,-0.0722002032938999,-0.000603527186270381,0.00875904912898096,0,0.05,0.1,26
1,0.0306170146118687,0.190481805682516,0.098759049128981,0,0.05,0.1,26
1,-0.0661751480901605,-0.272649238697011,-0.131240950871019,0,0.05,0.1,26
1,-0.0330788338288622,-0.107441998045733,-0.0212409508710191,0,0.05,0.1,27
1,-0.00730572525171889,0.0103127248476703,-0.0162409508710191,0,0.05,0.1,28
1,0.0124042479113376,0.0651881310727382,0.0337590491289809,0,0.05,0.1,28
1,-0.00383162786896195,-0.0591468907678032,-0.00624095087101906,0,0.05,0.1,29
1,0.0869084985076909,0.116736482810571,0.068759049128981,0,0.05,0.1,29
1,0.0810985949893869,-0.0415620849802231,0.00875904912898096,0,0.05,0.1,29
1,0.0313217948411565,0.0123541863773943,-0.00124095087101905,0,0.05,0.1,29
1,0.00459067951129568,-0.0255806513190867,-0.00124095087101905,0,0.05,0.1,30
1,-0.0403803523254374,0.0553152430174954,0.0337590491289809,0,0.05,0.1,30
1,-0.023066854710936,-0.0764034420318258,-0.0612409508710191,0,0.05,0.1,30
1,-0.0702984597134226,-0.160406641220656,-0.051240950871019,0,0.05,0.1,30
1,-0.0187264816367659,-0.107981635296568,-0.0362409508710191,0,0.05,0.1,30
1,-0.0235455618171883,0.00432608966399014,-0.0112409508710191,0,0.05,0.1,31
1,0.0875647813213838,0.0129841103111748,-0.00124095087101905,0,0.05,0.1,31
1,0.0376612308751703,0.198007582320268,0.128759049128981,0,0.05,0.1,31
1,0.00324946707384902,0.0606764289861971,0.0537590491289809,0,0.05,0.1,31
1,-0.0146382129326797,0.0174272472739996,-0.00124095087101905,0,0.05,0.1,32
1,0.00414114235997123,-0.0109971545575198,0.00375904912898095,0,0.05,0.1,33
1,0.0383095740169381,0.069885792539694,0.078759049128981,0,0.05,0.1,33
1,0.111842493905049,0.246212754658167,0.123759049128981,0,0.05,0.1,34
1,0.0163443362581028,-0.207438859776377,-0.0812409508710191,0,0.05,0.1,34
1,0.0431651971340782,0.17245584175952,0.098759049128981,0,0.05,0.1,34
1,0.0339693300870979,-0.003876559529348,0.0237590491289809,0,0.05,0.1,35
1,0.0277378812941551,0.0279900243429462,0.0237590491289809,0,0.05,0.1,36
1,0.050081521365446,0.138545596567788,0.088759049128981,0,0.05,0.1,36
1,0.0629682574059484,0.12121329877107,0.078759049128981,0,0.05,0.1,37
1,0.00220755325960064,-0.159216837846933,-0.0412409508710191,0,0.05,0.1,37
1,-0.0157068837372826,-0.16607343693644,-0.0362409508710191,0,0.05,0.1,37
1,0.0113353820437138,0.0686939726211928,0.0487590491289809,0,0.05,0.1,37
1,0.0498345966454227,-0.0412191010731082,-0.00624095087101906,0,0.05,0.1,37
1,0.0607955859506598,-0.10233214960183,-0.0162409508710191,0,0.05,0.1,37
1,-0.027135120793045,-0.0630489460528227,-0.00624095087101906,0,0.05,0.1,37
1,0.0456114171149622,0.00584980368447983,0.0387590491289809,0,0.05,0.1,38
1,-0.00860705661647213,-0.124737764896063,-0.0212409508710191,0,0.05,0.1,39
1,-0.0167977318640478,-0.127781550117781,-0.046240950871019,0,0.05,0.1,39
1,0.0270743388232059,0.0561415764728309,0.073759049128981,0,0.05,0.1,39
1,0.0466055606745554,-0.14441830374025,-0.0362409508710191,0,0.05,0.1,39
1,-0.0285126323763632,0.102964196099051,0.078759049128981,0,0.05,0.1,39
1,-0.0749302689199712,-0.00839834061723702,0.0187590491289809,0,0.05,0.1,39
1,-0.00251728220095212,-0.0300287373630474,0.00375904912898095,0,0.05,0.1,40
1,0.0276512386894368,0.0253490821370241,0.00875904912898096,0,0.05,0.1,40
