Subject id,Session id,Run id,Stimulus (ms),Response (ms),Stimulus id,Hit?,Hit Window Fractional Size,Feedback (pixels)
1,1,2,903.810392451987,897.074348834849,5,1,0.075,-3.43237891319155
1,1,2,975.80473810217,908.028534352752,6,0,0.065,-34.5356452226332
1,1,2,751.720392186826,715.045347942123,3,1,0.075,-18.6879206342435
1,1,2,603.7848305441,626.005819175361,1,1,0.065,11.3227967547828
1,1,2,678.349335250687,693.043668957898,2,1,0.055,7.48755857692312
1,1,2,828.617874967449,680.978727743422,4,0,0.045,-75.2301387128798
1,1,2,601.059065118534,711.027798225814,1,0,0.055,56.0350232393784
1,1,2,598.33693143969,716.951456120796,1,0,0.065,60.4405221305002
1,1,2,749.272315685403,671.024948701643,3,0,0.075,-39.871269800642
1,1,2,826.621811221685,727.01502565269,4,0,0.09,-50.7550499714621
1,1,2,899.90151576535,932.003648508498,5,1,0.105,16.3577746461901
1,1,2,673.443683834194,771.998396444133,2,0,0.09,50.2189618394594
1,1,2,673.946541040777,669.021900828284,2,1,0.105,-2.50937080891394
1,1,2,826.714281074828,772.035272639414,4,1,0.09,-27.8619151263258
1,1,2,675.124903095366,732.968854980072,2,0,0.075,29.4746251641815
1,1,2,749.254995048204,785.00004888906,3,1,0.09,18.2140401736844
1,1,2,601.949122374435,640.987890919178,1,1,0.075,19.8923661374483
1,1,2,748.246207618649,903.033486099503,3,0,0.065,78.8724985889698
1,1,2,750.838995249296,757.904985130835,3,1,0.075,3.60050439823658
1,1,2,675.081042772263,702.007098667536,2,1,0.065,13.7202832587382
1,1,2,828.057189181891,863.996401777285,4,1,0.055,18.3129745709017
1,1,2,903.646684494788,963.9152462114,5,0,0.045,30.7100951422225
1,1,2,749.443007770651,826.02565409843,3,0,0.055,39.0230044982313
1,1,2,899.662658591978,925.935000118898,5,1,0.065,13.3871803958824
1,1,2,976.208700058351,1013.02456038411,6,1,0.055,18.7596740513426
1,1,2,823.38508700127,817.963176884177,4,1,0.045,-2.76275674756327
1,1,2,903.820449596196,855.992591237282,5,0,0.035,-24.3708832402112
1,1,2,978.392776526107,974.955476184732,6,1,0.045,-1.75149061980881
1,1,2,826.314509595477,920.974034409255,4,0,0.035,48.234152771352
1,1,2,602.166468433779,800.011733334941,1,0,0.045,100.812873834987
1,1,2,603.14089395456,798.0019806987,1,0,0.055,99.2922735001989
1,1,2,599.940766564032,653.969987805795,1,0,0.065,27.5308133715988
1,1,2,601.64433503428,661.989722157386,1,0,0.075,30.7492418461691
1,1,2,678.693233707008,760.954255359366,2,0,0.09,41.9164441540673
1,1,2,977.576192295373,844.995104126383,6,0,0.105,-67.5572423791034
1,1,2,823.321950485251,919.004789714791,4,1,0.12,48.755586868555
1,1,2,676.760585842658,864.958535232745,2,0,0.105,95.8970442752036
1,1,2,674.754464952912,644.978062854307,2,1,0.12,-15.1726889674421
1,1,2,598.774975939705,524.988790474708,1,0,0.105,-37.5980562878962
1,1,2,903.241046348057,699.037726861889,5,0,0.12,-104.052646871933
1,1,2,899.597287155075,861.999220571306,5,1,0.135,-19.1582504885446
1,1,2,673.305118737062,531.989400887369,2,0,0.12,-72.008009095385
1,1,2,973.189042531885,951.963168503426,6,1,0.135,-10.815731989024
1,1,2,676.894401732625,629.979229203627,2,1,0.12,-23.9058203969414
1,1,2,898.078658391114,761.043372830727,5,0,0.105,-69.8268971008341
1,1,2,898.69298227859,903.067009913457,5,1,0.12,2.22880389037817
1,1,2,977.455227200608,885.025890162069,6,1,0.105,-47.0977513572171
1,1,2,825.924795260335,870.020910478843,4,1,0.09,22.4693580731252
1,1,2,603.268563811753,703.994222729534,1,0,0.075,51.3251765186147
1,1,2,973.118921888044,822.981133076837,6,0,0.09,-76.5033318783223
1,1,2,677.032687464589,669.949393009574,2,1,0.105,-3.60932201529415
1,1,2,598.20227745422,627.021032002631,1,1,0.09,14.6847156934577
1,1,2,748.866118808564,700.025561907751,3,1,0.075,-24.8869079749369
1,1,2,899.757363366007,769.989761268334,5,0,0.06,-66.1236189032725
1,1,2,676.467531836806,727.99867022195,2,0,0.07,26.2579049096275
1,1,2,603.794608323369,558.034051814047,1,1,0.08,-23.3174810238582
1,1,2,975.494642824742,791.062830611281,6,0,0.065,-93.9779934845661
1,1,2,974.303150610012,906.006489651645,6,1,0.075,-34.8008463482126
1,1,2,824.03461089325,751.957581201168,4,0,0.065,-36.727148887685
1,1,2,903.871573412289,717.96834513907,5,0,0.075,-94.7277596296656
1,1,2,673.626388619141,665.968719488319,2,1,0.09,-3.90199700933599
1,1,2,825.140058652778,758.022597844047,4,0,0.075,-34.1999800299268
1,1,2,749.258906159866,757.022470733318,3,1,0.09,3.95595647054865
1,1,2,978.879151190995,885.036785401553,6,0,0.075,-47.8177660073589
1,1,2,675.577474581587,669.018548446729,2,1,0.09,-3.3421279668065
1,1,2,825.754103174859,768.998294476205,4,1,0.075,-28.920157298677
1,1,2,977.445728786734,700.033663496015,6,0,0.065,-141.356466390175
1,1,2,751.496620729995,778.014524192258,3,1,0.075,13.5123074966947
1,1,3,600.262874541386,533.983229712248,1,0,0.065,-33.7730674288598
1,1,3,898.093744106973,916.926313260319,5,1,0.075,9.59621358132301
1,1,3,676.090947662033,582.898385129738,2,0,0.065,-47.4866560674113
1,1,3,600.902900019264,589.020950986651,1,1,0.075,-6.05449632235067
1,1,3,603.673643228376,560.040452068733,1,0,0.065,-22.2334732023657
1,1,3,751.264747684218,705.025080003452,3,1,0.075,-23.5616141048488
1,1,3,673.974198187352,641.997516444007,2,1,0.065,-16.2938505698572
1,1,3,828.369240015036,808.938286849298,4,1,0.055,-9.90112263222327
1,1,3,750.810220642506,747.976628314518,3,1,0.045,-1.44386870215964
1,1,3,898.982963267372,746.991866285043,5,0,0.035,-77.447692729849
1,1,3,750.915261925911,855.988400760452,3,0,0.045,53.5404529093203
1,1,3,750.551249180717,728.013197207929,3,1,0.055,-11.4843576931403
1,1,3,676.773436638086,698.934361769716,2,1,0.045,11.2921911498749
1,1,3,902.041173179896,805.032203813425,5,0,0.035,-49.431321970176
1,1,3,976.888954112837,766.037862354096,6,0,0.045,-107.440046756046
1,1,3,675.224636441271,791.045789339023,2,0,0.055,59.0171479733767
1,1,3,752.404836718142,645.07639937483,3,0,0.065,-54.6896496016879
1,1,3,824.999258634762,897.037472640022,4,0,0.075,36.7073701937634
1,1,3,601.145668304071,799.016355430467,1,0,0.09,100.825827835107
1,1,3,598.384982239168,640.929224244701,1,1,0.105,21.678594652501
1,1,3,599.836004646022,609.055340832583,1,1,0.09,4.69775092308847
1,1,3,599.566417309688,710.957677581973,1,0,0.075,56.7598778457502
1,1,3,827.44398275463,715.945182977066,4,0,0.09,-56.8146750458926
1,1,3,828.276211431785,793.978005584449,4,1,0.105,-17.4767927884511
1,1,3,902.05542080048,736.021198224989,5,0,0.09,-84.6034255161734
1,1,3,752.276887495555,761.001468063569,3,1,0.105,4.44564614930653
1,1,3,902.20292558115,929.042657656282,5,1,0.09,13.6762965987933
1,1,3,677.631925635524,761.994611047157,2,0,0.075,42.9873556237624
1,1,3,824.719614155129,844.930291419587,4,1,0.09,10.2984342748832
1,1,3,753.544925751612,806.936635801321,3,1,0.075,27.2059669043104
1,1,3,974.567988738727,818.01038958838,6,0,0.065,-79.7745728154632
1,1,3,601.099014329975,775.93269535646,1,0,0.075,89.0872260007565
1,1,3,747.886385350739,805.021029209001,3,1,0.09,29.1131943226814
1,1,3,828.129265381449,785.048937783813,4,1,0.075,-21.9517592854196
1,1,3,824.885277667818,802.998984508122,4,1,0.065,-11.1522512915648
1,1,3,750.582817439408,950.995447745299,3,0,0.055,102.121085506187
1,1,3,899.46151570939,1009.98395047372,5,0,0.065,56.3171642111258
1,1,3,673.293385402303,773.918752243389,2,0,0.075,51.2740722757128
1,1,3,974.302033149343,1073.05313943516,6,0,0.09,50.3190350500981
1,1,3,827.530027209832,775.990244570039,4,1,0.105,-26.2623096253722
1,1,3,972.959125042507,831.045565847035,6,0,0.09,-72.3126416282664
1,1,3,750.435033293343,902.989625776172,3,0,0.105,77.7348241950723
1,1,3,976.517957240503,820.942047103927,6,0,0.12,-79.2743491141791
1,1,3,899.212601392264,884.979236187974,5,1,0.135,-7.25267016779146
1,1,3,597.656398019808,694.966539043435,1,0,0.12,49.5847852349691
1,1,3,674.470350631054,681.945610405819,2,1,0.135,3.80904956675909
1,1,3,748.246207618649,737.998823873113,3,1,0.12,-5.22159681301215
1,1,3,899.149744241186,847.056818673991,5,1,0.105,-26.5441658941118
1,1,3,749.636328429915,824.015622097249,3,0,0.09,37.9002770279411
1,1,3,601.202379422375,645.982939172427,1,1,0.105,22.8181196178608
1,1,3,822.703156756234,664.062052579084,4,0,0.09,-80.836231427847
1,1,3,824.900363384131,674.037901465454,4,0,0.105,-76.8725920604727
1,1,3,675.918300021294,724.94800316781,2,1,0.12,24.9832882275241
1,1,3,902.805236768927,664.961608249087,5,0,0.105,-121.194205615205
1,1,3,901.044119084872,865.627335318095,5,1,0.12,-18.0467687983579
1,1,3,600.83836667809,722.98797752228,1,0,0.105,62.2418399206062
1,1,3,747.881915508515,742.979065774762,3,1,0.12,-2.49826738025636
1,1,3,974.585309375925,764.007716064498,6,0,0.105,-107.300684489899
1,1,3,974.22939821945,857.987816887544,6,1,0.12,-59.2313790226271
1,1,3,828.047970132957,766.904732305193,4,1,0.105,-31.1557899759307
1,1,3,602.052208102123,801.026387431648,1,0,0.09,101.388116855809
1,1,3,677.650643098332,704.935962531636,2,1,0.105,13.9033474819382
1,1,3,976.107569886608,737.013223747454,6,0,0.09,-121.831513956257
1,1,3,973.416445735438,855.025708574431,6,0,0.105,-60.3264902731249
1,1,3,974.644814144995,968.049291180705,6,1,0.12,-3.36077603275901
1,1,3,823.470852091759,872.946421961387,4,1,0.105,25.2104814622309
1,1,3,902.20404304182,1014.00150019072,5,0,0.09,56.9668571459341
1,1,3,978.821322612021,994.010970668114,6,1,0.105,7.73994805406042
1,1,3,678.634567032987,803.061282928411,2,0,0.09,63.4021482269679
1,1,3,598.747877523692,677.983095617037,1,0,0.105,40.3746334233605
1,1,3,974.32633791459,816.972268821701,6,0,0.12,-80.1804173721729
1,1,3,901.563738198547,1133.94719161215,5,0,0.135,118.411950784002
1,1,3,678.467227329293,743.970532567801,2,1,0.15,33.3774803763098
1,1,3,674.009118826234,722.045958355011,2,1,0.135,24.4773704605233
1,1,3,674.145169637541,688.994550983352,2,1,0.12,7.56656374308877
1,1,3,822.63032022729,804.994210157929,4,1,0.105,-8.98655290158531
1,1,3,898.905579130769,821.002669333666,5,1,0.09,-39.6957502150845
1,1,3,748.649331479555,809.986185395246,3,0,0.075,31.2544478551291
1,1,3,675.069588802671,759.965302852379,2,0,0.09,43.2589625730995
1,1,3,828.492719395854,831.028524575231,4,1,0.105,1.2921300277082
1,1,3,976.14193179561,1100.04008889382,6,0,0.09,63.1328189035467
1,1,3,899.061185499704,841.99584025373,5,1,0.105,-29.0778829278847
1,1,3,599.240956951235,665.979614727348,1,0,0.09,34.0069593763636
1,1,3,978.229906664183,804.047441783496,6,0,0.105,-88.7553961175475
1,1,4,902.561630388846,944.054900832271,5,1,0.12,21.1430677418726
1,1,4,902.064360484474,713.004585778435,5,0,0.105,-96.3361909330131
1,1,4,824.953442755941,765.034103496419,4,1,0.12,-30.5321473933873
1,1,4,675.264306287318,656.965061201845,2,1,0.105,-9.32445609450836
1,1,4,748.795439434616,741.004792508647,3,1,0.09,-3.96975639539809
1,1,4,602.338836709805,624.90651744838,1,1,0.075,11.4994551534142
1,1,4,826.760935049151,735.988512506538,4,0,0.06,-46.2534637159815
1,1,4,675.080484042155,720.86368518876,2,1,0.07,23.3290196925377
1,1,4,752.076862073409,718.922935735918,3,1,0.06,-16.8937204267469
1,1,4,749.620683983721,728.204282946535,3,1,0.05,-10.9128158151266
1,1,4,823.276134606658,655.034368893212,4,0,0.04,-85.7282882616288
1,1,4,677.053639848054,695.009561271036,2,1,0.05,9.14951410088213
1,1,4,827.555728800689,717.000903746339,4,0,0.04,-56.3336688175035
1,1,4,677.71908755185,740.992221078614,2,0,0.05,32.2410871473954
1,1,4,978.411493988915,710.041080640167,6,0,0.06,-136.749255209553
1,1,4,753.04793521218,875.982003299214,3,0,0.07,62.6415633564503
1,1,4,600.607331728042,608.996115428454,1,1,0.08,4.27453946517773
1,1,4,749.52597920992,861.051893466538,3,0,0.065,56.8284913409515
1,1,4,598.843420392768,587.99847466662,1,1,0.075,-5.52608699421584
1,1,4,673.435302880534,828.916524306806,2,0,0.065,79.2261000898197
1,1,4,827.497900221715,930.023508574322,4,0,0.075,52.2423482051503
1,1,4,675.795938101146,593.955656375329,2,0,0.09,-41.7020543825822
1,1,4,828.315322547951,808.960915423995,4,1,0.105,-9.86211827972268
1,1,4,902.404906559241,808.051861339663,5,0,0.09,-48.0779848252623
1,1,4,603.028868543333,589.974982853619,1,1,0.105,-6.65166149794378
1,1,4,823.26188698562,846.000259809443,4,1,0.09,11.5864320121395
1,1,4,897.70710278799,902.971467044154,5,1,0.075,2.6824786018667
1,1,4,676.585982645975,778.002790857499,2,0,0.065,51.6773545026878
1,1,4,673.927823578197,710.94426805621,2,1,0.075,18.8618825365671
1,1,4,903.675179736638,914.942541580331,5,1,0.065,5.74133087576709
1,1,4,752.001433492296,726.999101841102,3,1,0.055,-12.7400416057041
1,1,4,976.782795369218,780.005559366145,6,0,0.045,-100.26865528819
1,1,4,902.082239852007,758.962102725036,5,0,0.055,-72.9274584086475
1,1,4,827.39649068526,740.971268694921,4,0,0.065,-44.038329676606
1,1,4,973.469525107248,755.059092705778,6,0,0.075,-111.291940077182
1,1,4,828.097697123667,829.982302220287,4,1,0.09,0.960308329488083
1,1,4,602.679382785027,794.924494593488,1,0,0.075,97.959292641254
1,1,4,902.341211312887,742.94442450082,5,0,0.09,-81.2212926430915
1,1,4,599.629833191102,740.040703497471,1,0,0.105,71.5469402834999
1,1,4,978.762655938226,843.951954787372,6,0,0.12,-68.693350904894
1,1,4,751.825433470003,741.050049657133,3,1,0.135,-5.49064143330962
1,1,4,753.136773319056,920.95000900963,3,0,0.12,85.509929014305
1,1,4,600.957655581624,621.973183742284,1,1,0.135,10.7085493812282
1,1,4,978.335506677467,917.017106922685,6,1,0.12,-31.2450444610355
1,1,4,825.230852315144,821.990783744695,4,1,0.105,-1.65099035436881
1,1,4,678.33732255076,726.999101841102,2,1,0.09,24.7958111033588
1,1,4,975.736293648879,1014.01854146297,6,1,0.075,19.5068778670549
1,1,4,600.166772941975,747.991714030832,1,0,0.06,75.3248107459142
1,1,4,750.673890466715,641.97237358394,3,0,0.07,-55.3893079657451
1,1,4,976.282452448231,1046.03992965576,6,1,0.08,35.5452113159395
1,1,4,677.949284406168,564.969570154972,2,0,0.065,-57.5692811471063
1,1,4,601.002074634835,673.985101458129,1,0,0.075,37.188803476838
1,1,4,977.593792297739,897.965802916588,6,1,0.09,-40.5747716591855
1,1,4,748.39287430359,793.04297054523,3,1,0.075,22.7516413970137
1,1,4,974.606541124558,795.997256634564,6,0,0.065,-91.011100377067
1,1,4,974.507925238868,971.008326477204,6,1,0.075,-1.78323503779055
1,1,4,602.146912875924,555.94216583404,1,0,0.065,-23.5438201487306
1,1,4,749.297458545698,934.978328251418,3,0,0.075,94.614455901004
1,1,4,598.866328331951,730.026860955604,1,0,0.09,66.8333924196959
1,1,4,749.06446804016,585.994029967424,3,0,0.105,-83.0932168523498
1,1,4,899.379941095958,848.967396694206,5,1,0.12,-25.6879207142684
1,1,4,598.513769557485,494.008037334424,1,0,0.105,-53.2513285213047
1,1,4,598.805147372332,630.927115038503,1,1,0.12,16.3678816133357
1,1,4,975.044585624801,740.970989329526,6,0,0.105,-119.273170086764
1,1,4,753.671757513985,706.995162793191,3,1,0.12,-23.7842520870284
1,1,4,825.832325407191,849.95830475691,4,1,0.105,12.2934926622773
1,1,4,602.440804976595,765.994840126496,1,0,0.09,83.3396357451721
1,1,4,898.94496961233,742.934926086946,5,0,0.105,-79.4955635798137
1,1,4,900.511928541164,782.001064380893,5,0,0.12,-60.3877014829406
1,1,4,673.190020309903,808.005766096358,2,0,0.135,68.6959214198494
1,1,4,901.213414344511,815.032916194468,5,1,0.15,-43.913629630595
1,1,4,903.716246408749,761.996566602647,5,0,0.135,-72.2138495827268
1,1,4,673.148674272852,803.977879870217,2,0,0.15,66.6645633617148
1,1,4,973.905055321211,786.974601520797,6,0,0.165,-95.2511866498927
1,1,4,676.486249299614,721.062313785751,2,1,0.18,22.7139182094964
1,1,4,903.275966987167,802.044673275304,5,1,0.165,-51.5828248213311
1,1,4,975.281487241773,857.967423234186,6,1,0.15,-59.7778670102355
1,1,4,977.406897035507,904.984292696554,6,1,0.135,-36.9032378797215
1,1,4,825.169671354615,713.001512762276,4,0,0.12,-57.1557496011922
1,1,4,822.973582187387,784.963172694006,4,1,0.135,-19.3683615252898
1,1,4,752.711858979183,759.970890154818,3,1,0.12,3.69886938885898
1,1,4,673.136102842818,680.994930919951,2,1,0.105,4.00449838325237
1,1,4,899.649807796777,711.989093585544,5,0,0.09,-95.6232938655967
1,1,4,823.903029924168,744.003497651192,4,1,0.105,-40.7131374639364
1,1,5,676.152966717382,673.97057447215,2,1,0.09,-1.11204700393952
1,1,5,897.694251993016,957.000121523834,5,1,0.075,30.2195513532827
1,1,5,753.508049556331,630.014987938466,3,0,0.06,-62.9264008243895
1,1,5,976.920243005679,772.970028313466,6,0,0.07,-103.923676276287
1,1,5,677.453411327406,806.960940566569,2,0,0.08,65.9910977014843
1,1,5,748.466067963818,763.978382727146,3,1,0.095,7.90436421061279
1,1,5,899.339712519577,806.042108703878,5,0,0.08,-47.5401802882545
1,1,5,977.12334144444,1085.0582965154,6,0,0.095,54.998703220871
1,1,5,824.918801481545,915.047582863281,4,1,0.11,45.9254936977
1,1,5,898.352715568308,869.994929523273,5,1,0.095,-14.4498272840943
1,1,5,976.295861973995,917.985386410692,6,1,0.08,-29.712344236078
1,1,5,974.364610935481,1021.99385676113,6,1,0.065,24.2696794016034
1,1,5,902.61806214221,863.003817524714,5,1,0.055,-20.1856023528644
1,1,5,978.892281351364,1013.01254768396,6,1,0.045,17.3861229720219
1,1,5,674.71703002775,758.977467806744,2,0,0.035,42.9352549192326
1,1,5,601.084487343996,731.967331043506,1,0,0.045,66.6918948787312
1,1,5,973.030642511731,786.014144256114,6,0,0.055,-95.2950309582757
1,1,5,603.199281263187,726.026631876266,1,0,0.065,62.5871850257728
1,1,5,900.793249211802,842.970545139451,5,1,0.075,-29.463798253427
1,1,5,972.744851999323,1036.06855061207,6,0,0.065,32.266852796305
1,1,5,752.987033617501,698.958107804174,3,1,0.075,-27.5306628348163
1,1,5,676.627381682465,843.989948443323,2,0,0.065,85.2802887953414
1,1,5,823.474483838254,777.997762285395,4,1,0.075,-23.1728517466798
1,1,5,603.330862232269,482.010423112115,1,0,0.065,-61.8193320357474
1,1,5,677.05308111772,555.965632503558,2,0,0.075,-61.7006107588087
1,1,5,598.332182232753,670.051361276364,1,0,0.09,36.5448046082098
1,1,5,598.111763157249,689.990766982646,1,0,0.105,46.8173267900114
1,1,5,902.823954231735,697.008418667792,5,0,0.12,-104.874158249143
1,1,5,674.174223609498,739.94543999288,2,1,0.135,33.5139956093667
1,1,5,827.737595490817,814.979557457718,4,1,0.12,-6.50091109966791
1,1,5,898.02082981214,779.91197205256,5,0,0.105,-60.1828574571109
1,1,5,603.544576545573,820.983951870858,1,0,0.12,110.797133923712
1,1,5,823.064655214239,867.002649777987,4,1,0.135,22.3887870388527
1,1,5,675.133842778905,664.97697333034,2,1,0.12,-5.17547487824967
1,1,5,748.031934575465,773.941660183027,3,1,0.105,13.2024079528978
1,1,5,825.579499978176,731.976829457381,4,0,0.09,-47.695628290851
1,1,5,902.720589139335,774.050053847532,5,0,0.105,-65.5646039703457
1,1,5,749.681864943796,882.952162914535,3,0,0.12,67.9084320870009
1,1,5,899.783344321349,866.953202153127,5,1,0.135,-16.7287348627886
1,1,5,603.727001965581,750.034431750464,1,0,0.12,74.5515565782845
1,1,5,672.65308055903,719.007024636085,2,1,0.135,23.6198441156966
1,1,5,749.410042687032,721.938123420841,3,1,0.12,-13.9984301993328
1,1,5,603.468589234126,708.993461459613,1,0,0.105,53.7706355289107
